participant,language,task,word,stop,foll_vowel, type, duration,corr,excl,reason,negvotva,posvotva,
14,hu,s,katonákat,k,ɑ,,,,TRUE,NR,,,
51,hu,s,katonákat,k,ɑ,POS_VOT,34,,,,,,
52,hu,s,katonára,k,ɑ,POS_VOT,21,,,,,,
78,hu,s,katoság,k,ɑ,POS_VOT,44,,,,,,
79,hu,s,katotisztek,k,ɑ,,,,TRUE,NV,,,
79,hu,s,katotiszteket,k,ɑ,POS_VOT,34,TRUE,,,,,
24,hu,r,kátr,k,aː,POS_VOT,26,,,,,,
47,hu,q,katri,k,ɑ,POS_VOT,53,FALSE,,,,,
47,hu,q,katri,k,ɑ,POS_VOT,41,,,,,,
61,hu,q,kátyúsak,k,aː,POS_VOT,42,,,,,,
82,hu,c,kávé,k,aː,POS_VOT,33,,,,,,
82,hu,c,kávé,k,aː,,,,TRUE,NR,,,
82,hu,c,kávékk,k,aː,POS_VOT,50,TRUE,,,,,
82,hu,c,kávéknál,k,aː,POS_VOT,39,,,,,,
4,hu,q,kazinci,k,ɑ,POS_VOT,23,,,,,,
4,hu,q,kazinci,k,ɑ,POS_VOT,22,,,,,,
4,hu,q,kazinci,k,ɑ,POS_VOT,41,,,,,,
4,hu,q,kazinci,k,ɑ,POS_VOT,41,,,,,,
4,hu,q,kazinci,k,ɑ,POS_VOT,31,,,,,,
4,hu,q,kazinci,k,ɑ,POS_VOT,33,,,,,,
165,hu,q,kazinciba,k,ɑ,POS_VOT,24,,,,,,
165,hu,q,kazincit,k,ɑ,POS_VOT,33,,,,,,
4,hu,q,kázmér,k,aː,POS_VOT,44,,,,,,
147,hu,q,ke,k,ɛ,POS_VOT,13,FALSE,,,,,
49,hu,q,kecsegtetőnek,k,ɛ,POS_VOT,24,,,,,,
3,hu,q,kecske,k,ɛ,POS_VOT,45,,,,,,
165,hu,c,kecskeméti,k,ɛ,POS_VOT,31,,,,,,
82,hu,c,kedvelem,k,ɛ,POS_VOT,46,TRUE,,,,,
60,hu,s,kedvelné,k,ɛ,POS_VOT,39,,,,,,
1,hu,r,kedvelt,k,ɛ,POS_VOT,36,,,,,,
2,hu,r,kedvelt,k,ɛ,POS_VOT,32,,,,,,
3,hu,r,kedvelt,k,ɛ,POS_VOT,39,,,,,,
4,hu,r,kedvelt,k,ɛ,POS_VOT,28,,,,,,
6,hu,r,kedvelt,k,ɛ,POS_VOT,32,,,,,,
7,hu,r,kedvelt,k,ɛ,POS_VOT,37,TRUE,,,,,
10,hu,r,kedvelt,k,ɛ,POS_VOT,40,TRUE,,,,,
14,hu,r,kedvelt,k,ɛ,POS_VOT,28,,,,,,
23,hu,r,kedvelt,k,ɛ,POS_VOT,28,,,,,,
24,hu,r,kedvelt,k,ɛ,POS_VOT,47,FALSE,,,,,
29,hu,r,kedvelt,k,ɛ,POS_VOT,27,,,,,,
32,hu,r,kedvelt,k,ɛ,POS_VOT,31,,,,,,
38,hu,r,kedvelt,k,ɛ,POS_VOT,30,,,,,,
45,hu,r,kedvelt,k,ɛ,POS_VOT,27,,,,,,
47,hu,r,kedvelt,k,ɛ,POS_VOT,31,,,,,,
49,hu,r,kedvelt,k,ɛ,POS_VOT,35,,,,,,
50,hu,r,kedvelt,k,ɛ,POS_VOT,28,,,,,,
51,hu,r,kedvelt,k,ɛ,POS_VOT,51,FALSE,,,,,
52,hu,r,kedvelt,k,ɛ,POS_VOT,40,,,,,,
60,hu,r,kedvelt,k,ɛ,POS_VOT,40,,,,,,
61,hu,r,kedvelt,k,ɛ,POS_VOT,41,,,,,,
67,hu,r,kedvelt,k,ɛ,POS_VOT,31,,,,,,
78,hu,r,kedvelt,k,ɛ,POS_VOT,46,FALSE,,,,,
79,hu,r,kedvelt,k,ɛ,POS_VOT,34,,,,,,
82,hu,r,kedvelt,k,ɛ,POS_VOT,41,,,,,,
147,hu,r,kedvelt,k,ɛ,POS_VOT,24,TRUE,,,,,
149,hu,r,kedvelt,k,ɛ,POS_VOT,40,,,,,,
165,hu,r,kedvelt,k,ɛ,POS_VOT,41,,,,,,
6,hu,q,kedvem,k,ɛ,POS_VOT,43,,,,,,
23,hu,q,kedvem,k,ɛ,POS_VOT,28,,,,,,
67,hu,q,kedvem,k,ɛ,POS_VOT,34,,,,,,
147,hu,q,kedvem,k,ɛ,POS_VOT,17,,,,,,
147,hu,q,kedvem,k,ɛ,POS_VOT,29,,,,,,
1,hu,c,kedves,k,ɛ,POS_VOT,24,,,,,,
49,hu,c,kedves,k,ɛ,POS_VOT,16,,,,,,
149,hu,c,kedves,k,ɛ,POS_VOT,35,,,,,,
23,hu,q,kedves,k,ɛ,POS_VOT,29,,,,,,
24,hu,q,kedves,k,ɛ,POS_VOT,39,,,,,,
45,hu,q,kedves,k,ɛ,POS_VOT,30,,,,,,
60,hu,q,kedves,k,ɛ,POS_VOT,42,,,,,,
61,hu,q,kedves,k,ɛ,POS_VOT,26,,,,,,
67,hu,q,kedves,k,ɛ,POS_VOT,34,TRUE,,,,,
79,hu,q,kedves,k,ɛ,POS_VOT,36,,,,,,
1,hu,s,kedves,k,ɛ,POS_VOT,42,,,,,,
10,hu,c,kedvesek,k,ɛ,POS_VOT,57,FALSE,,,,,
67,hu,q,kedvesek,k,ɛ,POS_VOT,45,,,,,,
47,hu,c,kedvesen,k,ɛ,POS_VOT,35,,,,,,
47,hu,c,kedvesség,k,ɛ,POS_VOT,25,,,,,,
3,hu,c,kedvet,k,ɛ,POS_VOT,39,,,,,,
7,hu,q,kedvet,k,ɛ,POS_VOT,32,,,,,,
29,hu,q,kedvét,k,ɛ,POS_VOT,34,TRUE,,,,,
82,hu,q,kedvét,k,ɛ,POS_VOT,45,,,,,,
61,hu,s,kedvez,k,ɛ,POS_VOT,52,FALSE,,,,,
7,hu,s,kedvezett,k,ɛ,POS_VOT,39,,,,,,
147,hu,s,kedvezett,k,ɛ,POS_VOT,35,,,,,,
79,hu,s,kedvező,k,ɛ,POS_VOT,33,TRUE,,,,,
67,hu,c,kedvezőbbek,k,ɛ,POS_VOT,36,,,,,,
149,hu,q,kedvezően,k,ɛ,POS_VOT,28,,,,,,
3,hu,c,kedvük,k,ɛ,POS_VOT,50,FALSE,,,,,
67,hu,q,kedvük,k,ɛ,POS_VOT,57,TRUE,,,,,
61,hu,c,kedvünk,k,ɛ,POS_VOT,44,,,,,,
4,hu,c,kegyelmet,k,ɛ,POS_VOT,24,TRUE,,,,,
47,hu,q,kegyetlen,k,ɛ,POS_VOT,45,,,,,,
78,hu,q,kék,k,eː,POS_VOT,36,,,,,,
38,hu,q,kel,k,ɛ,POS_VOT,40,,,,,,
24,hu,s,kel,k,ɛ,POS_VOT,24,,,,,,
29,hu,s,kel,k,ɛ,POS_VOT,42,,,,,,
23,hu,c,kelek,k,ɛ,POS_VOT,34,,,,,,
1,hu,c,kelenföldi,k,ɛ,POS_VOT,25,TRUE,,,,,
1,hu,c,kelenföldi,k,ɛ,POS_VOT,27,,,,,,
24,hu,s,kelepcébe,k,ɛ,POS_VOT,48,FALSE,,,,,
24,hu,s,kelepcébe,k,ɛ,POS_VOT,40,,,,,,
82,hu,c,kelet,k,ɛ,POS_VOT,26,,,,,,
82,hu,q,kelet,k,ɛ,POS_VOT,47,FALSE,,,,,
82,hu,c,keleti,k,ɛ,POS_VOT,36,,,,,,
49,hu,q,keleti,k,ɛ,POS_VOT,23,,,,,,
52,hu,q,keleti,k,ɛ,POS_VOT,34,,,,,,
49,hu,q,keleti,k,ɛ,POS_VOT,26,,,,,,
61,hu,q,keletitől,k,ɛ,POS_VOT,33,,,,,,
38,hu,c,keletkezik,k,ɛ,POS_VOT,34,,,,,,
2,hu,q,keletkeztek,k,ɛ,POS_VOT,35,,,,,,
49,hu,c,keletnémetek,k,ɛ,POS_VOT,21,,,,,,
1,hu,c,kell,k,ɛ,POS_VOT,20,,,,,,
2,hu,c,kell,k,ɛ,POS_VOT,28,,,,,,
3,hu,c,kell,k,ɛ,POS_VOT,30,,,,,,
7,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
10,hu,c,kell,k,ɛ,POS_VOT,26,,,,,,
29,hu,c,kell,k,ɛ,POS_VOT,42,,,,,,
32,hu,c,kell,k,ɛ,POS_VOT,24,,,,,,
38,hu,c,kell,k,ɛ,POS_VOT,47,FALSE,,,,,
45,hu,c,kell,k,ɛ,POS_VOT,22,,,,,,
47,hu,c,kell,k,ɛ,POS_VOT,29,,,,,,
50,hu,c,kell,k,ɛ,POS_VOT,28,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,27,,,,,,
60,hu,c,kell,k,ɛ,POS_VOT,43,,,,,,
67,hu,c,kell,k,ɛ,POS_VOT,26,,,,,,
78,hu,c,kell,k,ɛ,POS_VOT,38,,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,18,,,,,,
149,hu,c,kell,k,ɛ,POS_VOT,43,,,,,,
165,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
1,hu,q,kell,k,ɛ,POS_VOT,27,,,,,,
3,hu,q,kell,k,ɛ,,,,TRUE,NR,,,
4,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
7,hu,q,kell,k,ɛ,POS_VOT,48,FALSE,,,,,
10,hu,q,kell,k,ɛ,POS_VOT,32,,,,,,
14,hu,q,kell,k,ɛ,POS_VOT,33,,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,26,,,,,,
24,hu,q,kell,k,ɛ,POS_VOT,48,FALSE,,,,,
29,hu,q,kell,k,ɛ,POS_VOT,36,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,45,,,,,,
38,hu,q,kell,k,ɛ,,,,TRUE,NR,,,
45,hu,q,kell,k,ɛ,POS_VOT,18,,,,,,
47,hu,q,kell,k,ɛ,POS_VOT,24,TRUE,,,,,
49,hu,q,kell,k,ɛ,POS_VOT,46,FALSE,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,20,,,,,,
51,hu,q,kell,k,ɛ,POS_VOT,28,,,,,,
52,hu,q,kell,k,ɛ,POS_VOT,25,,,,,,
60,hu,q,kell,k,ɛ,POS_VOT,55,FALSE,,,,,
61,hu,q,kell,k,ɛ,POS_VOT,25,,,,,,
67,hu,q,kell,k,ɛ,POS_VOT,53,TRUE,,,,,
78,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
79,hu,q,kell,k,ɛ,POS_VOT,29,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,63,FALSE,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
149,hu,q,kell,k,ɛ,POS_VOT,48,FALSE,,,,,
165,hu,q,kell,k,ɛ,POS_VOT,29,,,,,,
6,hu,s,kell,k,ɛ,POS_VOT,44,,,,,,
32,hu,s,kell,k,ɛ,POS_VOT,55,FALSE,,,,,
51,hu,s,kell,k,ɛ,POS_VOT,49,FALSE,,,,,
52,hu,s,kell,k,ɛ,POS_VOT,30,,,,,,
79,hu,s,kell,k,ɛ,POS_VOT,42,,,,,,
149,hu,s,kell,k,ɛ,,,,TRUE,NR,,,
1,hu,c,kell,k,ɛ,POS_VOT,40,,,,,,
2,hu,c,kell,k,ɛ,POS_VOT,18,,,,,,
3,hu,c,kell,k,ɛ,POS_VOT,45,,,,,,
10,hu,c,kell,k,ɛ,POS_VOT,28,,,,,,
32,hu,c,kell,k,ɛ,,,,TRUE,NR,,,
45,hu,c,kell,k,ɛ,POS_VOT,24,,,,,,
47,hu,c,kell,k,ɛ,POS_VOT,38,,,,,,
50,hu,c,kell,k,ɛ,POS_VOT,31,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,35,,,,,,
60,hu,c,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
67,hu,c,kell,k,ɛ,POS_VOT,60,FALSE,,,,,
78,hu,c,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
147,hu,c,kell,k,ɛ,,,,TRUE,NR,,,
149,hu,c,kell,k,ɛ,POS_VOT,27,,,,,,
165,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
1,hu,q,kell,k,ɛ,POS_VOT,28,,,,,,
2,hu,q,kell,k,ɛ,POS_VOT,41,,,,,,
10,hu,q,kell,k,ɛ,,,,TRUE,NR,,,
23,hu,q,kell,k,ɛ,POS_VOT,24,,,,,,
24,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
29,hu,q,kell,k,ɛ,POS_VOT,40,TRUE,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,34,,,,,,
38,hu,q,kell,k,ɛ,POS_VOT,40,,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,39,,,,,,
47,hu,q,kell,k,ɛ,POS_VOT,47,FALSE,,,,,
49,hu,q,kell,k,ɛ,POS_VOT,22,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,30,,,,,,
51,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
60,hu,q,kell,k,ɛ,,,,TRUE,NR,,,
61,hu,q,kell,k,ɛ,POS_VOT,24,,,,,,
67,hu,q,kell,k,ɛ,POS_VOT,54,FALSE,,,,,
79,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,28,,,,,,
149,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
165,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
32,hu,s,kell,k,ɛ,POS_VOT,32,,,,,,
51,hu,s,kell,k,ɛ,POS_VOT,51,FALSE,,,,,
52,hu,s,kell,k,ɛ,POS_VOT,31,,,,,,
79,hu,s,kell,k,ɛ,POS_VOT,47,FALSE,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,33,TRUE,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,27,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,31,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,33,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,42,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,42,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,45,,,,,,
2,hu,c,kell,k,ɛ,POS_VOT,28,,,,,,
3,hu,c,kell,k,ɛ,POS_VOT,35,,,,,,
10,hu,c,kell,k,ɛ,POS_VOT,45,,,,,,
32,hu,c,kell,k,ɛ,POS_VOT,30,,,,,,
47,hu,c,kell,k,ɛ,POS_VOT,43,,,,,,
50,hu,c,kell,k,ɛ,,,,TRUE,NR,,,
51,hu,c,kell,k,ɛ,POS_VOT,30,,,,,,
60,hu,c,kell,k,ɛ,POS_VOT,27,,,,,,
67,hu,c,kell,k,ɛ,POS_VOT,31,,,,,,
78,hu,c,kell,k,ɛ,POS_VOT,31,,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,44,,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
149,hu,c,kell,k,ɛ,POS_VOT,38,,,,,,
165,hu,c,kell,k,ɛ,POS_VOT,38,,,,,,
1,hu,q,kell,k,ɛ,POS_VOT,24,,,,,,
3,hu,q,kell,k,ɛ,POS_VOT,56,FALSE,,,,,
10,hu,q,kell,k,ɛ,POS_VOT,11,TRUE,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,27,,,,,,
24,hu,q,kell,k,ɛ,POS_VOT,37,,,,,,
29,hu,q,kell,k,ɛ,POS_VOT,33,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,21,,,,,,
38,hu,q,kell,k,ɛ,NEG_VOT,-48,TRUE,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,30,,,,,,
47,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
49,hu,q,kell,k,ɛ,POS_VOT,29,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,28,,,,,,
51,hu,q,kell,k,ɛ,POS_VOT,41,,,,,,
61,hu,q,kell,k,ɛ,,,,TRUE,NR,,,
67,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
79,hu,q,kell,k,ɛ,POS_VOT,24,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,48,TRUE,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
149,hu,q,kell,k,ɛ,POS_VOT,33,,,,,,
165,hu,q,kell,k,ɛ,POS_VOT,28,,,,,,
51,hu,s,kell,k,ɛ,POS_VOT,38,,,,,,
2,hu,c,kell,k,ɛ,POS_VOT,31,,,,,,
10,hu,c,kell,k,ɛ,POS_VOT,9,TRUE,,,,,
32,hu,c,kell,k,ɛ,POS_VOT,39,,,,,,
47,hu,c,kell,k,ɛ,POS_VOT,22,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,33,,,,,,
67,hu,c,kell,k,ɛ,POS_VOT,34,,,,,,
78,hu,c,kell,k,ɛ,POS_VOT,35,TRUE,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,42,,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,42,,,,,,
165,hu,c,kell,k,ɛ,POS_VOT,27,,,,,,
1,hu,q,kell,k,ɛ,POS_VOT,31,,,,,,
3,hu,q,kell,k,ɛ,POS_VOT,51,FALSE,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
24,hu,q,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
29,hu,q,kell,k,ɛ,POS_VOT,40,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,25,TRUE,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
47,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
49,hu,q,kell,k,ɛ,POS_VOT,32,TRUE,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,24,,,,,,
61,hu,q,kell,k,ɛ,POS_VOT,30,,,,,,
67,hu,q,kell,k,ɛ,POS_VOT,42,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,51,FALSE,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,31,,,,,,
165,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
2,hu,c,kell,k,ɛ,POS_VOT,39,,,,,,
10,hu,c,kell,k,ɛ,POS_VOT,39,,,,,,
47,hu,c,kell,k,ɛ,POS_VOT,34,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,35,,,,,,
67,hu,c,kell,k,ɛ,POS_VOT,43,,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,74,TRUE,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,20,TRUE,,,,,
165,hu,c,kell,k,ɛ,POS_VOT,51,FALSE,,,,,
1,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
3,hu,q,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
29,hu,q,kell,k,ɛ,POS_VOT,29,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,28,,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,17,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
61,hu,q,kell,k,ɛ,POS_VOT,37,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,49,FALSE,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,21,,,,,,
165,hu,q,kell,k,ɛ,POS_VOT,32,,,,,,
2,hu,c,kell,k,ɛ,POS_VOT,40,,,,,,
10,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,49,FALSE,,,,,
67,hu,c,kell,k,ɛ,POS_VOT,63,FALSE,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,49,FALSE,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,33,,,,,,
165,hu,c,kell,k,ɛ,,,,TRUE,NV,,,
3,hu,q,kell,k,ɛ,POS_VOT,40,,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,33,,,,,,
29,hu,q,kell,k,ɛ,POS_VOT,29,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,24,,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,29,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,30,,,,,,
61,hu,q,kell,k,ɛ,POS_VOT,43,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,44,,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,25,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,33,,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,51,FALSE,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,26,TRUE,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,29,TRUE,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,25,,,,,,
61,hu,q,kell,k,ɛ,POS_VOT,32,,,,,,
82,hu,q,kell,k,ɛ,POS_VOT,45,,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,40,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,50,FALSE,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,51,TRUE,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,42,,,,,,
23,hu,q,kell,k,ɛ,POS_VOT,21,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,35,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,33,,,,,,
147,hu,q,kell,k,ɛ,POS_VOT,23,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,38,,,,,,
82,hu,c,kell,k,ɛ,POS_VOT,43,TRUE,,,,,
147,hu,c,kell,k,ɛ,POS_VOT,35,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,34,,,,,,
45,hu,q,kell,k,ɛ,POS_VOT,18,,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,40,,,,,,
51,hu,c,kell,k,ɛ,POS_VOT,37,,,,,,
32,hu,q,kell,k,ɛ,POS_VOT,44,TRUE,,,,,
50,hu,q,kell,k,ɛ,POS_VOT,37,,,,,,
32,hu,q,kellékesekkel,k,ɛ,POS_VOT,48,FALSE,,,,,
38,hu,c,kellemes,k,ɛ,POS_VOT,41,,,,,,
51,hu,c,kellemes,k,ɛ,POS_VOT,53,FALSE,,,,,
82,hu,c,kellemes,k,ɛ,POS_VOT,42,FALSE,,,,,
149,hu,c,kellemes,k,ɛ,POS_VOT,44,,,,,,
38,hu,q,kellemes,k,ɛ,POS_VOT,31,,,,,,
67,hu,q,kellemes,k,ɛ,POS_VOT,48,FALSE,,,,,
79,hu,q,kellemes,k,ɛ,POS_VOT,28,TRUE,,,,,
67,hu,q,kellemes,k,ɛ,POS_VOT,30,,,,,,
50,hu,q,kellemesebb,k,ɛ,POS_VOT,30,,,,,,
79,hu,q,kellemetlen,k,ɛ,POS_VOT,41,,,,,,
51,hu,c,kellene,k,ɛ,POS_VOT,28,,,,,,
60,hu,c,kellene,k,ɛ,POS_VOT,50,FALSE,,,,,
67,hu,c,kellene,k,ɛ,POS_VOT,38,,,,,,
165,hu,c,kellene,k,ɛ,POS_VOT,32,,,,,,
1,hu,q,kellene,k,ɛ,POS_VOT,36,,,,,,
4,hu,q,kellene,k,ɛ,POS_VOT,50,FALSE,,,,,
23,hu,q,kellene,k,ɛ,POS_VOT,31,,,,,,
24,hu,q,kellene,k,ɛ,,,,TRUE,NR,,,
47,hu,q,kellene,k,ɛ,POS_VOT,36,,,,,,
49,hu,q,kellene,k,ɛ,POS_VOT,43,,,,,,
50,hu,q,kellene,k,ɛ,POS_VOT,32,,,,,,
51,hu,q,kellene,k,ɛ,POS_VOT,31,,,,,,
61,hu,q,kellene,k,ɛ,POS_VOT,37,,,,,,
67,hu,q,kellene,k,ɛ,POS_VOT,28,,,,,,
79,hu,q,kellene,k,ɛ,POS_VOT,34,,,,,,
82,hu,q,kellene,k,ɛ,POS_VOT,40,,,,,,
147,hu,q,kellene,k,ɛ,POS_VOT,31,TRUE,,,,,
23,hu,s,kellene,k,ɛ,POS_VOT,26,,,,,,
47,hu,s,kellene,k,ɛ,POS_VOT,26,,,,,,
51,hu,c,kellene,k,ɛ,POS_VOT,56,FALSE,,,,,
60,hu,c,kellene,k,ɛ,,,,TRUE,NR,,,
165,hu,c,kellene,k,ɛ,POS_VOT,42,,,,,,
4,hu,q,kellene,k,ɛ,,,,TRUE,NR,,,
50,hu,q,kellene,k,ɛ,POS_VOT,39,,,,,,
67,hu,q,kellene,k,ɛ,POS_VOT,22,,,,,,
79,hu,q,kellene,k,ɛ,POS_VOT,30,,,,,,
147,hu,q,kellene,k,ɛ,POS_VOT,33,,,,,,
51,hu,c,kellene,k,ɛ,POS_VOT,40,,,,,,
60,hu,c,kellene,k,ɛ,POS_VOT,34,,,,,,
79,hu,q,kellene,k,ɛ,POS_VOT,36,,,,,,
147,hu,q,kellene,k,ɛ,POS_VOT,24,,,,,,
79,hu,q,kellene,k,ɛ,POS_VOT,19,,,,,,
147,hu,q,kellene,k,ɛ,POS_VOT,31,,,,,,
147,hu,q,kellenek,k,ɛ,POS_VOT,42,,,,,,
1,hu,c,kellett,k,ɛ,POS_VOT,35,,,,,,
2,hu,c,kellett,k,ɛ,POS_VOT,31,,,,,,
7,hu,c,kellett,k,ɛ,POS_VOT,38,,,,,,
10,hu,c,kellett,k,ɛ,,,,TRUE,NR,,,
38,hu,c,kellett,k,ɛ,POS_VOT,33,,,,,,
45,hu,c,kellett,k,ɛ,POS_VOT,27,,,,,,
49,hu,c,kellett,k,ɛ,POS_VOT,36,,,,,,
50,hu,c,kellett,k,ɛ,POS_VOT,36,,,,,,
51,hu,c,kellett,k,ɛ,POS_VOT,46,FALSE,,,,,
60,hu,c,kellett,k,ɛ,POS_VOT,46,FALSE,,,,,
78,hu,c,kellett,k,ɛ,POS_VOT,52,FALSE,,,,,
79,hu,c,kellett,k,ɛ,POS_VOT,31,,,,,,
2,hu,q,kellett,k,ɛ,POS_VOT,37,,,,,,
6,hu,q,kellett,k,ɛ,POS_VOT,47,FALSE,,,,,
7,hu,q,kellett,k,ɛ,POS_VOT,41,,,,,,
14,hu,q,kellett,k,ɛ,POS_VOT,44,,,,,,
23,hu,q,kellett,k,ɛ,POS_VOT,20,,,,,,
38,hu,q,kellett,k,ɛ,POS_VOT,28,,,,,,
45,hu,q,kellett,k,ɛ,POS_VOT,25,,,,,,
47,hu,q,kellett,k,ɛ,POS_VOT,34,,,,,,
49,hu,q,kellett,k,ɛ,POS_VOT,45,,,,,,
51,hu,q,kellett,k,ɛ,POS_VOT,34,,,,,,
61,hu,q,kellett,k,ɛ,POS_VOT,33,,,,,,
78,hu,q,kellett,k,ɛ,POS_VOT,40,,,,,,
82,hu,q,kellett,k,ɛ,POS_VOT,49,FALSE,,,,,
149,hu,q,kellett,k,ɛ,POS_VOT,52,FALSE,,,,,
165,hu,q,kellett,k,ɛ,POS_VOT,34,,,,,,
4,hu,r,kellett,k,ɛ,POS_VOT,36,TRUE,,,,,
23,hu,r,kellett,k,ɛ,POS_VOT,30,,,,,,
47,hu,r,kellett,k,ɛ,POS_VOT,45,,,,,,
2,hu,s,kellett,k,ɛ,POS_VOT,27,,,,,,
14,hu,s,kellett,k,ɛ,POS_VOT,37,,,,,,
51,hu,s,kellett,k,ɛ,POS_VOT,41,,,,,,
82,hu,s,kellett,k,ɛ,POS_VOT,30,,,,,,
24,hu,senr,kellett,k,ɛ,POS_VOT,40,,,,,,
47,hu,senr,kellett,k,ɛ,POS_VOT,36,,,,,,
1,hu,c,kellett,k,ɛ,POS_VOT,26,,,,,,
2,hu,c,kellett,k,ɛ,POS_VOT,32,,,,,,
